"id","account_id","legacy_id","ear_tag","ear_tag_loc","tattoo_left","tattoo_right","brand","brand_loc","name","ph_number","ph_number_loc","reg_num","reg_num_2","other_id","other_id_loc","electronic_id","animal_type","sex","category_id","breed_id","horn_status","color_markings","ocv_tattoo","ocv_number","status","pasture_id","sire_animal_id","dam_animal_id","genetic_dam_animal_id","real_dam_animal_id","sire_legacy_id","dam_legacy_id","genetic_dam_legacy_id","breeder_contact_id","birth_date","weaning_date","yearling_date","percent_dam_weight","conception_method","grafted_calf","purchase_date","purchased","purchased_from_contact_id","purchase_price","sale_ticket_id","sale_price","sale_weight","marketing_cost","reason_for_sale","death_date","cause_of_death","asking_price","marketing_comments","mppa","avg_calving_interval","avg_post_partum_interval","last_breeding_date","last_calving_date","current_breeding_status","next_calving_date","pelvic_area","pelvic_horizontal","pelvic_vertical","comments","donor_cow","ai_bull","promote_date","demote_date","birth_weight","weaning_weight","yearling_weight","adj_birth_weight","adj_weaning_weight","adj_yearling_weight","last_tip_to_tip","last_total_horn","last_base","last_composite","last_horn_measure_date","last_weight","last_height","last_bcs","last_weight_date","created_at","updated_at","embryo_recovery_date","nait_number","nlis_number","last_treatment_date","withdrawal_date","castration_date","next_booster_date","breeding_id","pelvic_measure_date","embryo_transfer_date"
"22020559","48210","","12-1-WHITE","LE","","","1/9","LH","","","","","","","","982000374771595","Cow","Heifer","","958480","Polled","Solid Black w/White Face","","","Active","403501","","","","","","","","1397722","2009-04-01","","","","NS","false","","false","","","","","","","","","","","","","325","40","2017-12-10","2017-02-09","Exposed","2018-09-21","","","","","false","false","","","","","","","","","","","","","","","","","","2014-05-25 15:10:22 -0500","2018-01-24 09:32:58 -0600","","","","2016-07-30","","","","","",""
"22020568","48210","","8Y-WHITE","LE","","","3/0","LH","","","","","","","","982000373732062","Cow","Heifer","","958480","Polled","Solid Black","","","Active","403501","","","","","","","","1397722","2008-04-01","","","","NS","false","","false","","","","","","","","","","","","","338","53","2018-02-01","2018-02-01","Open","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-05-25 15:13:53 -0500","2018-02-04 15:15:56 -0600","","","","2016-07-30","","","","","",""
"22047349","48210","","333-YELLOW","LE","","","","","","","","","","","","982000374772199","Cow","Heifer","","958480","Scurred","Solid Black","","","Active","403501","","","","","","","","1397722","2013-02-15","","","","NS","false","","false","","","","","","","","","","","","","434","149","2017-12-10","2017-02-10","Exposed","2018-09-21","","","","Right Ear has bangs tag and lower part of ear has notch.  Slight spurs.","false","false","","","","","","","","","","","","","","","","","","2014-05-29 20:35:55 -0500","2018-01-24 09:32:58 -0600","","","","2016-07-30","","","","","",""
"22047367","48210","","6-ORANGE","LE","","","","","","","","","","","","982000374772177","Cow","Heifer","","958480","Polled","Solid Black","","","Active","403501","","","","","","","","1397722","","","","","NS","false","","false","","","","","","","","","","","","","548","263","2017-12-10","2016-10-17","Exposed","2017-09-22","","","","","false","false","","","","","","","","","","","","","","","","","","2014-05-29 20:38:48 -0500","2018-01-24 09:32:58 -0600","","","","2016-07-30","","","","","",""
"22047382","48210","","3-ORANGE","LE","","","","","","","","","","","","982000374771598","Cow","Heifer","","958480","Horned","Red & White Face","","","Active","492651","","","","","","","","1397722","","","","","NS","false","","false","","","","","","","","","","","","","485","200","2018-02-05","2017-02-11","Exposed","2018-09-21","","","","","false","false","","","","","","","","","","","","","","","","","","2014-05-29 20:41:59 -0500","2018-02-06 10:43:50 -0600","","","","2016-07-30","","","","","",""
"22131493","48210","","12orange","","","","","","","","","","","","","","Calf","Bull","","958480","Polled","Solid Black","","","Sold","","19698700","22020559","","22020559","","","","1397722","","","","","NS","false","","false","","","713007","1360.13","465","59.71","Steer Sale","","","","","","","","","","","","","","","","false","false","","","60","","","","","","","","","","","","","","","2014-06-10 10:42:50 -0500","2015-12-27 23:16:26 -0600","","","","2014-08-03","","","","","",""
"22133515","48210","","MAIN 26A","","","","","","MAIN BLACKBERRY III 26A","","","MC351900","","MAIN 26A","Ear Tattoo","","Bull","Bull","","953217","Polled","Solid Black","","","Reference","","22323212","22845128","","22845128","","","","1448671","2013-01-09","","","","NS","false","","false","","","","","","","","","","","","","","","","","","","","","","Small polled calves, less woolly","false","false","","","","","","","","","","","","","","","","","","2014-06-10 18:32:04 -0500","2016-05-09 10:12:29 -0500","","","","","","","","","",""
"22160740","48210","","MAIN 33A","RE","","","","","MAIN BLACK DIAMOND 33A","","","MC351901","","","","","Bull","Bull","","1114888","Polled","Solid Black","","","Reference","","22323212","30928164","","30928164","","","","1448671","2013-01-13","","","","NS","false","","false","","","","","","","","","","","","","","","","","","","","","","Has thrown non-polled calves +4lbs over that of 26A","false","false","","","","","","","","","","","","","","","","","","2014-06-12 19:17:32 -0500","2016-05-09 14:45:34 -0500","","","","","","","","","",""
"22160830","48210","","MAIN 831U","RE","","","","","MAIN BLACK KAT 831U","","","FC377920","","","","","Cow","Heifer","","1114888","Polled","Solid Black","","","Reference","","22371650","22371653","","22371653","","","","1448671","2008-01-23","","","","NS","false","","false","","","","","","","","","","","","","","","","2011-01-03","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-06-12 19:30:34 -0500","2014-11-18 15:57:46 -0600","","","","","","","","","",""
"22161166","48210","","934W","","","","","","MAIN KOOL BLACK 934W","","","FC389167","","","","","Cow","Heifer","","1114888","Dehorned","Solid Black","MAIN 934W","","Reference","","","","","","","","","1448671","2009-03-09","","","","NS","false","","false","","","","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-06-12 21:41:54 -0500","2014-06-12 21:41:54 -0500","","","","","","","","","",""
"22161205","48210","","MAIN 846U","","","","","","MAIN BLACK PEPPER 846U","","","FC402361","","","","","Cow","Heifer","","1114888","Polled","Solid Black","MAIN 846U","","Reference","","22371650","30928236","","30928236","","","","1448671","2008-01-22","","","","NS","false","","false","","","","","","","","","","","","","1498","1213","","2015-03-01","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-06-12 21:50:47 -0500","2016-05-09 14:52:38 -0500","","","","","","","","","",""
"22166194","48210","","52-BLUE","LE","","","2/1","LH","","","","","","","","982000373732025","Cow","Heifer","","958480","Polled","Red & White Face","","","Active","403501","","","","","","","","1397722","2011-04-01","","","","NS","false","","false","","","","","","","","","","","","","333","48","2018-02-01","2018-02-01","Open","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-06-14 10:59:13 -0500","2018-02-04 09:55:19 -0600","","","","2016-07-30","","","","","",""
"22166200","48210","","1orange","LE","","","","","","","","","","","","","Calf","Bull","","958480","Polled","Solid Black","","","Sold","","19698700","22166194","","22166194","","","","1397722","2014-06-12","","","","NS","false","","false","","","762785","1330.0","350","59.85","Steer Sale","","","","","","","","","","","","","","","","false","false","","","60","","","","","","","","","","","60","","","2014-06-12","2014-06-14 11:01:06 -0500","2015-12-27 23:16:26 -0600","","","","2014-09-30","","","","","",""
"22173322","48210","","94T","LE","","","MAIN 94T","","MAIN NITEHAWK 94T","","","RMC31797","","","","","Bull","Bull","","953217","Dehorned","Solid Black","MAIN 94T","","Reference","","","","","","","","","1448671","2007-12-31","","","","NS","false","","false","","","","","","","","","","","","","","","","","","","","","","Performance Bull","false","false","","","","","","","","","","","","","","","","","","2014-06-16 12:13:26 -0500","2014-06-17 19:27:42 -0500","","","","","","","","","",""
"22173325","48210","","17U","LE","","","","","MAIN SCORCHED PEPPER 17U","","","MC320816","","","","","Bull","Bull","189970","1114888","Polled","Solid Black","MAIN 17U","","Reference","","","","","","","","","1448671","2008-01-11","","","","NS","false","","false","","","","","","","","","","","","","","","","","","","","","","Lighter Birthweight","false","false","","","","","","","","","","","","","","","","","","2014-06-16 12:18:50 -0500","2014-06-17 19:23:35 -0500","","","","","","","","","",""
"22189504","48210","","201-WHITE","LE","","","4/0","LH","","","","","","","","982000374771551","Cow","Heifer","","958480","Polled","Solid Black","","","Active","492651","","","","","","","","1397722","2010-04-01","","","","NS","false","","false","","","","","","","","","","","","","322","37","2018-02-05","2017-02-15","Exposed","2018-09-21","","","","","false","false","","","","","","","","","","","","","","","","","","2014-06-17 17:32:18 -0500","2018-02-06 10:43:50 -0600","","","","2016-07-30","","","","","",""
"22189510","48210","","4-ORANGE","LE","","","","","","","","","","","","982000374772186","Cow","Heifer","","958480","Polled","Solid Black","","","Active","403501","","","","","","","","1397722","","","","","NS","false","","false","","","","","","","","","","","","","455","170","2017-12-10","2017-02-07","Exposed","2017-09-22","","","","","false","false","","","","","","","","","","","","","","","","","","2014-06-17 17:32:52 -0500","2018-01-24 09:32:58 -0600","","","","2016-07-30","","","","","",""
"22227118","48210","","5orange","LE","","","","","","","","","","","","","Calf","Bull","","958480","Polled","Solid Black","","","Sold","","19698700","22189513","","22189513","","","","1397722","2014-06-21","","","","NS","false","","false","","","762785","1225.0","350","55.13","Steer Sale","","","","","","","","","","","","","","","","false","false","","","60","","","","","","","","","","","60","","","2014-06-21","2014-06-23 06:38:35 -0500","2015-12-27 23:16:25 -0600","","","","2014-09-30","","","","","",""
"22248044","48210","","2orange","LE","","","","","","","","","","","","","Calf","Bull","","958480","Polled","Solid Black","","","Sold","","","22189504","","22189504","","","","1397722","2014-06-24","","","","NS","false","","false","","","762785","1313.5","370","59.11","Steer Sale","","","","","","","","","","","","","","","","false","false","","","60","","","","","","","","","","","60","","","2014-06-24","2014-06-25 07:28:56 -0500","2014-12-02 17:17:44 -0600","","","","","","","","","",""
"22274663","48210","","19-ORANGE-1","LE","","","","","","","","","","","","982000376416830","Cow","Heifer","","958480","Horned","Brindle","","","Active","403501","","","","","","","","1397722","","","","","NS","false","","false","","","","","","","","","","","","","1389","1104","2018-02-18","2018-02-18","Open","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-06-28 20:21:26 -0500","2018-02-20 06:12:33 -0600","","","","2015-12-07","","","","","",""
"22274666","48210","","15-ORANGE","LE","","","","","","","","","","","","","Calf","Bull","","958480","Polled","Solid Black","","","Active","495507","19698700","22274663","","22274663","","","","1448677","2014-05-01","2016-10-19","","","NS","false","","false","","","","","","","","","","","","","","","","","","","","","","","false","false","","","60","","","","","","","","","","","60","","","2014-05-01","2014-06-28 20:23:00 -0500","2016-11-14 05:06:01 -0600","","","","2014-09-30","","","","","",""
"22294328","48210","","1-WHITE","LE","","","","","MR DSK 01 ADVANCED","","","43445933","","","","","Bull","Bull","","953223","Horned","Red & White Face","","","Sold","","","","","","","","","1397722","2012-11-01","","","","NS","false","","false","","","1094778","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-06-29 10:09:20 -0500","2018-02-06 10:40:51 -0600","","","","2014-08-03","","","","","",""
"22302635","48210","","160-WHITE","LE","","","","","","","","","","","","982000374772161","Cow","Heifer","","958480","Polled","Solid Black","","","Active","403501","","","","","","","","1397722","2013-01-02","","","","NS","false","","false","","","","","","","","","","","","","527","242","2018-03-23","2018-03-23","Open","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-07-01 11:59:39 -0500","2018-04-22 07:07:07 -0500","","","","2016-07-30","","","","","",""
"22302638","48210","","17-ORANGE","LE","","","4/1","LH","","","","","","","","928000374771553","Cow","Heifer","","958480","Polled","Red & White Face","","","Active","403501","","","","","","","","1397722","2013-02-01","","","","NS","false","","false","","","","","","","","","","","","","341","56","2018-02-22","2018-02-22","Open","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-07-01 12:00:49 -0500","2018-04-19 07:19:02 -0500","","","","2016-07-30","","","","","",""
"22319252","48210","","51Byellow","LE","","","","","","","","","","","","","Calf","Heifer","","958480","Polled","Solid Black","","","Sold","","19698700","20493553","","20493553","","","","1448677","2014-05-01","","","","NS","false","","false","","","762785","1230.5","460","55.18","Culled","","","","","","","","","","","","","","","","false","false","","","70","","","78","","","","","","","","70","","","2014-05-01","2014-07-04 07:43:54 -0500","2015-12-27 23:16:26 -0600","","","","2014-09-30","","","","","",""
"22323179","48210","","MAIN 4W","","","","","","MAIN BLACKBERRY 4W","","","RMC31858","","MAIN 4W","Ear Tattoo","","Bull","Bull","","953217","Polled","Solid Black","","","Reference","","22371692","22371695","","22371695","","","","1448671","2009-01-02","","","","NS","false","","false","","","","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-07-06 19:51:16 -0500","2014-11-18 15:56:43 -0600","","","","","","","","","",""
"22323188","48210","","641S","","","","","","MAIN RED ROCK 641S","","","FC369072","","MAIN 641S","Ear Tattoo","","Cow","Heifer","","953217","","","","","Reference","","","","","","","","","1448671","2006-02-02","","","","NS","false","","false","","","","","","","","","","","","","","","","2013-01-03","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-07-06 20:07:42 -0500","2014-07-08 21:01:57 -0500","","","","","","","","","",""
"22323212","48210","","MAIN 3Y","","","","","","MAIN BLACKBERRY 3Y","","","MC339281","","MAIN 3Y","Ear Tattoo","","Bull","Bull","","953217","Polled","Solid Black","","","Reference","","22323179","30966807","","30966807","","","","1448671","2011-01-04","","","","NS","false","","false","","","","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-07-06 20:27:42 -0500","2016-05-12 15:05:51 -0500","","","","","","","","","",""
"22323215","48210","","1006X","","","","","","1006X","","","","","","","","Cow","Heifer","","","","","","","Reference","","","","","","","","","","","","","","","false","","false","","","","","","","","","","","","","361","76","","2013-02-27","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-07-06 20:27:59 -0500","2014-11-20 06:34:21 -0600","","","","","","","","","",""
"22325273","48210","","48U","","","","","","HEJ MIDNIGHT SON 48U","","","MC321138","","HEJ 48U","Ear Tattoo","","Bull","Bull","","953217","Dehorned","Solid Black","","","Reference","","","","","","","","","1472453","2008-01-21","","","","NS","false","","false","","","","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-07-07 08:03:04 -0500","2014-07-07 08:27:15 -0500","","","","","","","","","",""
"22325279","48210","","240U","","","","","","JS FIRE N' LACE 240U","","","FC370404","","","","","Cow","Heifer","","0","","","JS 240U","","Reference","","29525565","","","","","","","","2008-03-03","","","","","false","","false","","","","","","","","","","","","","","","","2013-03-02","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-07-07 08:03:18 -0500","2016-02-22 14:57:32 -0600","","","","","","","","","",""
"22325366","48210","","256W","","","","","","JS CELINE 256W","","","FC378064","","JS 256W","Ear Tattoo","","Cow","Heifer","","953217","Polled","Solid Black","","","Reference","","","","","","","","","1472459","2009-02-07","","","","NS","false","","false","","","","","","","","","","","","","379","90","","2013-02-10","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-07-07 08:23:35 -0500","2016-06-01 21:33:06 -0500","","","","","","","","","",""
"22327538","48210","","52U","","","","","","CRYSTAL D URANIUM 52U","","","MC319087","","CRYS 52U","Ear Tattoo","","Bull","Bull","","953217","Polled","","","","Reference","","","","","","","","","1472564","2008-01-28","","","","NS","false","","false","","","","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-07-08 06:58:20 -0500","2014-07-08 07:00:46 -0500","","","","","","","","","",""
"22327544","48210","","340N","","","","","","MAIN BLACK KUT 340N","","","RFC125867","","MAIN 340N","Ear Tattoo","","Cow","Heifer","","953217","","","","","Reference","","","","","","","","","1448671","2003-01-31","","","","NS","false","","false","","","","","","","","","","","","","","","","2012-01-15","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-07-08 07:02:49 -0500","2014-07-08 07:04:39 -0500","","","","","","","","","",""
"22327556","48210","","MAIN 42W","","","","","","MAIN BLACK MAGIC 42W","","","MC327246","","MAIN 42W","Ear Tattoo","","Bull","Bull","","953217","Polled","Solid Black","","","Reference","","22371692","30943320","","30943320","","","","1448671","2009-01-27","","","","NS","false","","false","","","","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-07-08 07:12:42 -0500","2016-05-10 21:29:49 -0500","","","","","","","","","",""
"22327562","48210","","MAIN 906W","","","","","","MAIN BLACK BABE 906W","","","FC389169","","MAIN 906W","Ear Tattoo","","Cow","Heifer","","953217","Polled","Solid Black","","","Reference","","22371650","30943509","","30943509","","","","1448671","2009-01-04","","","","NS","false","","false","","","","","","","","","","","","","357","68","","2012-02-12","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-07-08 07:19:21 -0500","2016-05-12 15:28:07 -0500","","","","","","","","","",""
"22363061","48210","","No Tag - Brahman","","","","","","","","","","","","","","Calf","Bull","","953208","Polled","Solid Black","","","Sold","","","","","","","","","1397722","","","","","NS","false","","false","","","691040","860.25","370","38.11","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-07-15 18:01:42 -0500","2014-07-15 18:02:41 -0500","","","","","","","","","",""
"22371650","48210","","MAIN 10S","","","","","","MAIN BLACK PEPPER 10S","","","MC315780","","MAIN 10S","Ear Tattoo","","Bull","Bull","","953217","Polled","","","","Reference","","30966912","30966927","","30966927","","","","1448671","2006-01-15","","","","NS","false","","false","","","","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-07-17 18:50:01 -0500","2016-05-12 15:18:31 -0500","","","","","","","","","",""
"22371653","48210","","634S","","","","","","MAIN BLACK KAT 634S","","","FC365857","","MAIN 635S","Ear Tattoo","","Cow","Heifer","","953217","Polled","","","","Reference","","","","","","","","","1448671","2006-01-26","","","","NS","false","","false","","","","","","","","","","","","","","","","2008-01-23","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-07-17 18:50:33 -0500","2014-07-17 18:53:50 -0500","","","","","","","","","",""
"22371692","48210","","HEJ 64T","","","","","","HEJ BLACK TIDE 64T","","","MC319794","","HEJ 64T","Ear Tattoo","","Bull","Bull","","953217","Polled","","","","Reference","","","","","","","","","1472453","2007-01-20","","","","NS","false","","false","","","","","","","","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-07-17 18:55:56 -0500","2016-05-10 21:44:51 -0500","","","","","","","","","",""
"22371695","48210","","343N","","","","","","MAIN BLACK KUT 343N","","","RFC126061","","MAIN 343N","Ear Tattoo","","Cow","Heifer","","953217","Horned","","","","Reference","","","","","","","","","1448671","2003-03-13","","","","NS","false","","false","","","","","","","","","","","","","","","","2009-01-02","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-07-17 18:56:10 -0500","2014-07-17 19:00:11 -0500","","","","","","","","","",""
"22546301","48210","","3orange","LE","","","","","","","","","","","","","Calf","Bull","","958480","Polled","Solid Black","","","Sold","","19698700","22047382","","22047382","","","","1448677","2014-06-17","","","","NS","false","","false","","","762785","1455.5","410","65.5","Steer Sale","","","","","","","","","","","","","","","","false","false","","","60","","","","","","","","","","","60","","","2014-06-17","2014-08-02 17:46:02 -0500","2015-12-27 23:16:26 -0600","","","","2014-09-30","","","","","",""
"22603187","48210","","22orange","","","","","","","","","","","","","","Calf","Bull","","958480","Polled","Solid Black","","","Sold","","19698700","22189510","","22189510","","","","1448677","2014-08-12","","","","NS","false","","false","","","762785","781.0","220","35.15","Steer Sale","","","","","","","","","","","","","","","","false","false","","","60","","","","","","","","","","","60","","","2014-08-12","2014-08-14 09:44:35 -0500","2015-12-27 23:16:27 -0600","","","","2014-09-30","","","","","",""
"22603205","48210","","5BUTLER-YELLOW","LE","","","","","","","","","","","","982000374771600","Cow","Heifer","","958480","Polled","Solid Black","","","Dead","","","","","","","","","","2012-08-01","","","","NS","false","2014-08-08","true","1488881","1800.0","","","","","","2016-03-03","Calving","","","","","","2016-02-03","2015-03-28","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-08-14 09:49:55 -0500","2016-03-04 09:36:29 -0600","","","","2016-03-02","","","","","",""
"22603208","48210","","10BUTLER-YELLOW","","","","","","","","","","","","","982000374772200","Cow","Heifer","","958480","Polled","Solid Black","","","Active","403501","","","","","","","","","2012-08-01","","","","NS","false","2014-08-08","true","1488881","1800.0","","","","","","","","","","","559","274","2017-12-10","2016-10-20","Pregnant","2018-03-09","","","","","false","false","","","","","","","","","","","","","","","","","","2014-08-14 09:50:53 -0500","2018-01-24 09:32:58 -0600","","","","2016-07-30","","","","","",""
"22603214","48210","","11yellow","","","","","","","","","","","","","","Cow","Heifer","","958480","Polled","Solid Black","","","Dead","","","","","","","","","","2012-08-01","","","","NS","false","2014-08-08","true","1488881","1800.0","","","","","","2014-12-10","Calving","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-08-14 09:51:52 -0500","2015-12-27 23:16:26 -0600","","","","2014-09-30","","","","","",""
"22603223","48210","","30-WHITE","LE","","","1/8","LH","","","","","","","","982000374771576","Cow","Heifer","","958480","Polled","Solid Black","","","Active","443994","","","","","","","","","2008-04-01","","","","NS","false","2014-08-08","true","1488881","1800.0","","","","","","","","","","","","","2018-02-04","2016-10-02","Exposed","2017-09-22","","","","","false","false","","","","","","","","","","","","","","","","","","2014-08-14 09:53:54 -0500","2018-02-05 09:27:28 -0600","","","","2016-07-30","","","","","",""
"22603226","48210","","9-YELLOW","","","","","","","","","","","","","982000376416797","Cow","Heifer","","958480","Polled","Solid Black","","","Sold","","","","","","","","","","2010-08-01","","","","NS","false","2014-08-08","true","1488881","1800.0","964401","1042.8","1320","47.24","Poor Breeder","","","","","","","","2016-02-03","2015-04-27","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-08-14 09:55:01 -0500","2016-04-27 14:44:40 -0500","","","","2015-06-23","","","","","",""
"22741778","48210","","246Z-WHITE","RE","","","","","MAIN BLACK KARLEEN 246Z","","","FC397446","","MAIN 246Z","Ear Tattoo","982000376416817","Cow","Heifer","","953217","Polled","Solid Black","","","Active","403501","23767122","23767125","","23767125","","","","1448671","2012-02-07","","","","NS","false","2014-09-03","true","1448671","3500.0","","","","","","","","","","103.2","429","140","2017-12-10","2017-02-19","Exposed","2018-09-25","","","","Purchased from Brent Smith ADA, OK","false","false","","","79","","","","","","","","","","","79","","","2012-02-07","2014-09-04 08:18:50 -0500","2018-01-24 09:32:58 -0600","","","","2016-07-30","","","","","",""
"22741802","48210","","247Z-WHITE","RE","","","","","MAIN BLACK HAWK 247Z","","","FC397448","","MAIN 247Z","Ear Tattoo","124000234726555","Cow","Heifer","","953217","Polled","Solid Black","","","Active","463317","23767122","23767146","","23767146","","","","1448671","2012-02-07","","","","NS","false","2014-09-03","true","1448671","3500.0","","","","","","","","","","103.6","508","219","2018-02-04","2017-10-18","Exposed","2018-09-25","","","","MISSING TAG","false","false","","","81","","","","","","","","","","","81","","","2012-02-07","2014-09-04 08:26:08 -0500","2018-02-05 09:28:50 -0600","","","","2016-07-30","","","","","",""
"22741808","48210","","248Z-WHITE","RE","","","","","MAIN BLACK BABE 248Z","","","FC397450","","MAIN 248Z","Ear Tattoo","124000234726557","Cow","Heifer","","953217","Polled","Solid Black","","","Active","463317","23767167","22327562","","22327562","","","","1448671","2012-02-12","","","","NS","false","2014-09-03","true","1448671","3500.0","","","","","","","","","","100.8","508","219","2018-02-04","2016-03-06","Exposed","2018-09-25","","","","","false","false","","","","","","","","","","","","","","","","","","2014-09-04 08:29:25 -0500","2018-04-23 16:24:30 -0500","","","","2016-07-30","","","","","",""
"22741982","48210","","1014X-WHITE","RE","","","","","MAIN BLACK HAWK 1014X","","","RFC126467","","MAIN 1014X","Ear Tattoo","124000234726579","Cow","Heifer","","953217","Dehorned","Solid Black","","","Sold","","22173322","24882269","","24882269","","","","1448671","2010-01-22","","","","NS","false","2014-09-03","true","1448671","3500.0","1228367","840.0","1400","","","","","","","92.4","550","261","2018-02-04","2017-10-18","","","","","","","false","false","","","93","","","","","","","","","","","93","","","2010-01-22","2014-09-04 09:00:04 -0500","2018-04-23 16:57:15 -0500","","","","2017-04-15","","","","","",""
"22741985","48210","","264Z-WHITE","RE","","","","","MAIN BLACK GOLD 264Z","","","FC408869","","MAIN 264Z","Ear Tattoo","982000376416796","Cow","Heifer","","953217","Polled","Solid Black","","","Active","403501","23767122","22323215","","22323215","","","","1448671","2012-03-03","","","","NS","false","2014-09-03","true","1448671","3500.0","","","","","","","","","","105.71","404","115","2018-02-11","2018-02-11","Open","","","","","Retagged EID:( old 124000234726553)","false","false","","","76","","","","","","","","","","","76","","","2012-03-03","2014-09-04 09:01:23 -0500","2018-02-11 15:54:36 -0600","","","","2017-09-19","","","","","",""
"22803485","48210","","10orange","","","","","","","","","","","","","","Calf","Steer","","953217","Polled","Solid Black","","","Sold","","","22020445","","22020445","","","","1448677","","","","","NS","false","","false","","","713007","1368.0","480","59.8","Steer Sale","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-09-12 10:47:26 -0500","2014-10-02 09:50:54 -0500","","","","","","","","","",""
"22845128","48210","","MAIN 1027X","","","","MAIN 1027X","","MAIN BLACK PEPPER 1027X","","","FC402316","","","","","Cow","Heifer","","953217","","","","","Reference","","","","","","","","","","2010-02-01","","","","","false","","false","","","","","","","","","","","","","","","","2013-01-09","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-09-18 15:56:00 -0500","2016-04-21 19:54:34 -0500","","","","","","","","","",""
"23008647","48210","","333 B-yellow","LE","","","","","","","","","","","","","Calf","Bull","","958480","Polled","Solid Black","","","Sold","","","22047349","","22047349","","","","1448677","2014-09-26","2015-01-27","","","NS","false","","false","","","786005","761.88","265","36.95","Culled","","","","","","","","","","","","","","","","false","false","","","60","","","68","","","","","","","","60","","","2014-09-26","2014-09-27 09:28:47 -0500","2015-12-27 23:16:27 -0600","","","","2014-11-30","","","","","",""
"23038509","48210","","236B","LE","","","","","","","","","","","","","Calf","Bull","","953217","Polled","Solid Black","","","Sold","","","21888790","","21888790","","","","1448677","2014-02-01","","","","NS","false","","false","","","713007","1272.0","480","55.84","Steer Sale","","","","","","","","","","","","","","","","false","false","","","","","","","","","","","","","","","","","","2014-10-01 19:50:28 -0500","2014-10-02 09:48:16 -0500","","","","","","","","","",""
"23054805","48210","","698B","","","","","","","","","","","","","","Calf","Bull","","958480","Polled","Solid Black","","","Sold","","19698700","19692253","","19692253","","","","1448677","2014-10-03","2015-01-27","","","NS","false","","false","","","786005","684.0","240","33.17","Culled","","","","","","","","","","","","","","","","false","false","","","70","","","78","","","","","","","","70","","","2014-10-03","2014-10-05 18:53:50 -0500","2015-12-27 23:16:28 -0600","","","","2014-11-30","","","","","",""
"23204550","48210","","4B-WHITE","LE","","","","","","","","","","","","982000373732044","Bull","Bull","","953217","Polled","Solid Black","","","Sold","","31252140","22741808","","22741808","","","","1448677","2014-10-15","2015-06-10","2016-02-05","","NS","false","","false","","","1029879","3500.0","","","","","","8000.0","","","","","","","","","","","","","false","false","","","78","457","968","86","464","805","","","","","","1190","","","2016-04-20","2014-10-16 07:02:55 -0500","2016-11-15 17:59:50 -0600","","","","2016-10-19","","","","","",""
"23204553","48210","","1B-WHITE","LE","","","","","","","","","","","","982000373732041","Bull","Bull","","953217","Polled","Solid Black","","","Sold","","31252140","22741982","","22741982","","","","1581506","2014-10-14","2015-06-10","2016-02-05","","NS","false","","false","","","1003383","2500.0","","","Bull Sale","","","8000.0","","","","","","","","","","","","","false","false","","","77","417","984","77","369","747","","","","","","1205","","","2016-04-20","2014-10-16 07:04:02 -0500","2016-08-30 06:55:29 -0500","","","","2016-04-20","","","","","",""
"23394207","48210","","2B-WHITE","","","","","","","","","","","","","982000373732042","Bull","Bull","","953217","Polled","Solid Black","","","Sold","","31252140","22741778","","22741778","","","","1581506","2014-10-15","2015-06-10","2016-02-05","","NS","false","","false","","","979425","2250.0","","","Bull Sale","","","8000.0","","","","","","","","","","","","","false","false","","","75","487","996","83","490","829","","","","","","1345","","","2016-06-03","2014-10-28 13:38:03 -0500","2016-06-03 15:46:30 -0500","","","","2016-04-20","","","","","",""
