"id","animal_id","treatment_date","booster_date","withdrawal_date","category","medication","diagnosis","temperature","administered_by","dosage","route","location","lot_number","serial_number","manufacturer","comments","created_at","updated_at"
"27508756","19610802","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508759","19610805","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508762","19610808","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508765","19610898","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508768","19610907","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508771","19610913","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508774","19610916","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508777","19610922","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508780","19692256","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508783","19727668","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508786","19727674","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508789","20469046","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508792","20493601","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508795","20493625","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508798","20493706","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508801","20493847","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508804","22020433","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508807","22020445","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508810","22020535","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508813","22020559","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508819","22020568","2014-06-01","","","","Estrumate","","","","2cc","","","","","","","2014-06-01 11:43:00 -0500","2014-06-01 11:43:00 -0500"
"27508822","19610760","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508828","19610778","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508831","19610787","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508834","19610796","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508837","19610802","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508840","19610805","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508843","19610808","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508846","19610898","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508849","19610907","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508852","19610913","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508855","19610916","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508858","19610922","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508861","19692256","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508864","19727668","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508867","19727674","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508870","20469046","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508873","20493601","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508876","20493625","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508879","20493706","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508882","20493847","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508885","22020433","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508888","22020445","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508891","22020535","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508894","22020559","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27508900","22020568","2014-06-01","","","","Fly-Ban","","","","25cc","","","","","","","2014-06-01 11:43:50 -0500","2014-06-01 11:43:50 -0500"
"27651214","19610787","2014-06-15","","","Cycle Cattle","CIDR","","","","","","","","","","","2014-06-17 11:48:42 -0500","2014-06-17 11:48:42 -0500"
"27651217","19610796","2014-06-15","","","Cycle Cattle","CIDR","","","","","","","","","","","2014-06-17 11:48:42 -0500","2014-06-17 11:48:42 -0500"
"27651220","19610805","2014-06-15","","","Cycle Cattle","CIDR","","","","","","","","","","","2014-06-17 11:48:42 -0500","2014-06-17 11:48:42 -0500"
"27651223","19610913","2014-06-15","","","Cycle Cattle","CIDR","","","","","","","","","","","2014-06-17 11:48:42 -0500","2014-06-17 11:48:42 -0500"
"27651226","19610916","2014-06-15","","","Cycle Cattle","CIDR","","","","","","","","","","","2014-06-17 11:48:42 -0500","2014-06-17 11:48:42 -0500"
"27651229","19692256","2014-06-15","","","Cycle Cattle","CIDR","","","","","","","","","","","2014-06-17 11:48:42 -0500","2014-06-17 11:48:42 -0500"
"27651232","20493601","2014-06-15","","","Cycle Cattle","CIDR","","","","","","","","","","","2014-06-17 11:48:42 -0500","2014-06-17 11:48:42 -0500"
"27651235","20493706","2014-06-15","","","Cycle Cattle","CIDR","","","","","","","","","","","2014-06-17 11:48:42 -0500","2014-06-17 11:48:42 -0500"
"27651238","22020433","2014-06-15","","","Cycle Cattle","CIDR","","","","","","","","","","","2014-06-17 11:48:42 -0500","2014-06-17 11:48:42 -0500"
"27651241","22020535","2014-06-15","","","Cycle Cattle","CIDR","","","","","","","","","","","2014-06-17 11:48:42 -0500","2014-06-17 11:48:42 -0500"
"27656080","19610796","2014-06-15","","","Cycle Cattle","Cystorelin","","","","2cc","","","","","","","2014-06-17 16:25:13 -0500","2014-06-17 16:25:13 -0500"
"27656083","19610805","2014-06-15","","","Cycle Cattle","Cystorelin","","","","2cc","","","","","","","2014-06-17 16:25:13 -0500","2014-06-17 16:25:13 -0500"
"27656086","19610916","2014-06-15","","","Cycle Cattle","Cystorelin","","","","2cc","","","","","","","2014-06-17 16:25:13 -0500","2014-06-17 16:25:13 -0500"
"27656089","19692256","2014-06-15","","","Cycle Cattle","Cystorelin","","","","2cc","","","","","","","2014-06-17 16:25:13 -0500","2014-06-17 16:25:13 -0500"
"27656092","20493601","2014-06-15","","","Cycle Cattle","Cystorelin","","","","2cc","","","","","","","2014-06-17 16:25:13 -0500","2014-06-17 16:25:13 -0500"
"27656095","22020535","2014-06-15","","","Cycle Cattle","Cystorelin","","","","2cc","","","","","","","2014-06-17 16:25:13 -0500","2014-06-17 16:25:13 -0500"
"27656104","19610787","2014-06-15","","","Cycle Cattle","Progesterone-Estradiol","","","","1.25ML","","","","","","","2014-06-17 16:29:26 -0500","2014-06-17 16:29:26 -0500"
"27656107","19610913","2014-06-15","","","Cycle Cattle","Progesterone-Estradiol","","","","1.25ML","","","","","","","2014-06-17 16:29:26 -0500","2014-06-17 16:29:26 -0500"
"27656110","20493706","2014-06-15","","","Cycle Cattle","Progesterone-Estradiol","","","","1.25ML","","","","","","","2014-06-17 16:29:26 -0500","2014-06-17 16:29:26 -0500"
"27656113","22020433","2014-06-15","","","Cycle Cattle","Progesterone-Estradiol","","","","1.25ML","","","","","","","2014-06-17 16:29:26 -0500","2014-06-17 16:29:26 -0500"
"27656116","21818413","2014-06-15","","","Cycle Cattle","CIDR","","","","","","","","","","","2014-06-17 16:30:22 -0500","2014-06-17 16:30:22 -0500"
"27656119","21888790","2014-06-15","","","Cycle Cattle","CIDR","","","","","","","","","","","2014-06-17 16:30:22 -0500","2014-06-17 16:30:22 -0500"
"27656122","21818413","2014-06-15","","","Cycle Cattle","Progesterone-Estradiol","","","","1.25ML","","","","","","","2014-06-17 16:30:48 -0500","2014-06-17 16:30:48 -0500"
"27656125","21888790","2014-06-15","","","Cycle Cattle","Progesterone-Estradiol","","","","1.25ML","","","","","","","2014-06-17 16:30:48 -0500","2014-06-17 16:30:48 -0500"
"27685273","21818383","2014-06-22","","","","MultiMin","","","","7ml","","","","","","","2014-06-23 06:27:44 -0500","2014-06-23 06:27:44 -0500"
"27685276","21818413","2014-06-22","","","","MultiMin","","","","7ml","","","","","","","2014-06-23 06:27:44 -0500","2014-06-23 06:27:44 -0500"
"27685279","21888790","2014-06-22","","","","MultiMin","","","","7ml","","","","","","","2014-06-23 06:27:44 -0500","2014-06-23 06:27:44 -0500"
"27685282","21818440","2014-06-22","","","","MultiMin","","","","2 1/2 ml","","","","","","","2014-06-23 06:28:52 -0500","2014-06-23 06:28:52 -0500"
"27685285","21818455","2014-06-22","","","","MultiMin","","","","2 1/2 ml","","","","","","","2014-06-23 06:28:52 -0500","2014-06-23 06:28:52 -0500"
"27685288","21818413","2014-06-22","","","","Estrumate","","","","2ml","","","","","","","2014-06-23 06:34:49 -0500","2014-06-23 06:34:49 -0500"
"27685291","21888790","2014-06-22","","","","Estrumate","","","","2ml","","","","","","","2014-06-23 06:34:49 -0500","2014-06-23 06:34:49 -0500"
"27685294","19610787","2014-06-22","","","","Estrumate","","","","2ml","","","","","","","2014-06-23 06:35:30 -0500","2014-06-23 06:35:30 -0500"
"27685297","19610796","2014-06-22","","","","Estrumate","","","","2ml","","","","","","","2014-06-23 06:35:30 -0500","2014-06-23 06:35:30 -0500"
"27685300","19610805","2014-06-22","","","","Estrumate","","","","2ml","","","","","","","2014-06-23 06:35:30 -0500","2014-06-23 06:35:30 -0500"
"27685303","19610913","2014-06-22","","","","Estrumate","","","","2ml","","","","","","","2014-06-23 06:35:30 -0500","2014-06-23 06:35:30 -0500"
"27685306","19610916","2014-06-22","","","","Estrumate","","","","2ml","","","","","","","2014-06-23 06:35:30 -0500","2014-06-23 06:35:30 -0500"
"27685309","19692256","2014-06-22","","","","Estrumate","","","","2ml","","","","","","","2014-06-23 06:35:30 -0500","2014-06-23 06:35:30 -0500"
"27685312","20493601","2014-06-22","","","","Estrumate","","","","2ml","","","","","","","2014-06-23 06:35:30 -0500","2014-06-23 06:35:30 -0500"
"27685315","20493706","2014-06-22","","","","Estrumate","","","","2ml","","","","","","","2014-06-23 06:35:30 -0500","2014-06-23 06:35:30 -0500"
"27685318","22020433","2014-06-22","","","","Estrumate","","","","2ml","","","","","","","2014-06-23 06:35:30 -0500","2014-06-23 06:35:30 -0500"
"27685321","22020535","2014-06-22","","","","Estrumate","","","","2ml","","","","","","","2014-06-23 06:35:30 -0500","2014-06-23 06:35:30 -0500"
"27697714","21818413","2014-06-23","","","","Estradiol","","","Scot Powell","1ml","","","","","","","2014-06-23 17:44:58 -0500","2014-06-23 17:44:58 -0500"
"27697717","21888790","2014-06-23","","","","Estradiol","","","Scot Powell","1ml","","","","","","","2014-06-23 17:44:58 -0500","2014-06-23 17:44:58 -0500"
"28503770","22227118","2014-08-03","","","","Resflor","","","","6cc","","","","","","Snotty nose and may be in the lungs","2014-08-03 19:13:56 -0500","2014-08-03 19:13:56 -0500"
"28503797","19610760","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:03 -0500","2014-08-03 19:19:03 -0500"
"28503803","19610778","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:03 -0500","2014-08-03 19:19:03 -0500"
"28503806","19610787","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:03 -0500","2014-08-03 19:19:03 -0500"
"28503809","19610796","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:03 -0500","2014-08-03 19:19:03 -0500"
"28503812","19610802","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:03 -0500","2014-08-03 19:19:03 -0500"
"28503815","19610805","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:03 -0500","2014-08-03 19:19:03 -0500"
"28503818","19610808","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:03 -0500","2014-08-03 19:19:03 -0500"
"28503821","19610898","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:03 -0500","2014-08-03 19:19:03 -0500"
"28503824","19610907","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:03 -0500","2014-08-03 19:19:03 -0500"
"28503827","19610913","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:03 -0500","2014-08-03 19:19:03 -0500"
"28503830","19610916","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:03 -0500","2014-08-03 19:19:03 -0500"
"28503833","19610922","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:03 -0500","2014-08-03 19:19:03 -0500"
"28503836","19692244","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:03 -0500","2014-08-03 19:19:03 -0500"
"28503839","19692250","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:03 -0500","2014-08-03 19:19:03 -0500"
"28503842","19692253","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:03 -0500","2014-08-03 19:19:03 -0500"
"28503845","19692256","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:03 -0500","2014-08-03 19:19:03 -0500"
"28503851","19727668","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:03 -0500","2014-08-03 19:19:03 -0500"
"28503854","19727674","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:03 -0500","2014-08-03 19:19:03 -0500"
"28503857","20456755","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:04 -0500","2014-08-03 19:19:04 -0500"
"28503860","20469046","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:04 -0500","2014-08-03 19:19:04 -0500"
"28503863","20493472","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:04 -0500","2014-08-03 19:19:04 -0500"
"28503866","20493550","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:04 -0500","2014-08-03 19:19:04 -0500"
"28503869","20493553","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:04 -0500","2014-08-03 19:19:04 -0500"
"28503872","20493601","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:04 -0500","2014-08-03 19:19:04 -0500"
"28503875","20493625","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:04 -0500","2014-08-03 19:19:04 -0500"
"28503878","20493706","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:04 -0500","2014-08-03 19:19:04 -0500"
"28503881","20493847","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:04 -0500","2014-08-03 19:19:04 -0500"
"28503884","20629108","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:04 -0500","2014-08-03 19:19:04 -0500"
"28503887","21819703","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:04 -0500","2014-08-03 19:19:04 -0500"
"28503890","21819736","2014-08-03","","","","Fly-Ban","","","","","","","","","","","2014-08-03 19:19:04 -0500","2014-08-03 19:19:04 -0500"
